ISO,Question,Answer,Citation,Pincite ,Comment,
CRI,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Yes,"Coercion is clear-cut when a State uses or threatens to use force against another one. Nonetheless, it can also occur in a multitude of ways where one State, directly or indirectly through support for non-State actors, deprives another State of the capacity to make free and informed choices pertaining to its internal or external affairs. Coercion may occur when a State provides financial or other forms of support to secessionist, subversive or violent groups in the territory of another State, when it exercises significant political or economic pressure on another State, or when it engages in or supports subversive or hostile propaganda or the dissemination of false news that interfere in the internal or external affairs of another State. Moreover, coercion needs not be successful in intervening within a State’s internal or external affairs. Mere threats of intervention or acts seeking to interfere within another State’s domaine reservé may also breach the principle. For such breaches to occur, it suffices that a State intends to coerce another State, employs coercive methods, or eventually causes coercive effects in another State. ","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7, ¶24 (2023).", ,
CRI,4.9  Can coercion be indirect? ,Yes,"Coercion is clear-cut when a State uses or threatens to use force against another one. Nonetheless, it can also occur in a multitude of ways where one State, directly or indirectly through support for non-State actors, deprives another State of the capacity to make free and informed choices pertaining to its internal or external affairs.","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7, ¶24 (2023).", ,
CRI, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,,,
CRI,5. Does intervention include forms of persuasion or propaganda?   ,Yes,"Coercion may occur when a State provides financial or other forms of support to secessionist, subversive or
violent groups in the territory of another State, when it exercises significant political or economic pressure on another State, or when it engages in or supports subversive or hostile propaganda or the dissemination of false news that interfere in the internal or external affairs of another State.","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7, ¶24 (2023).", ,
CRI,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
CRI,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Yes,"According to the ICJ, a prohibited intervention is one bearing ‘on matters in which each State is permitted, by the
principle of State sovereignty, to decide freely’. Examples include ‘the choice of a political, economic, social and cultural system, and the formulation of foreign policy’, whether these are carried out by private or public entities,
and irrespective of a State’s new undertakings under international law. Moreover, according to the ICJ, a wrongful intervention is one which ‘uses methods of coercion in regard to such choices, which must remain free ones’","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7, ¶23 (2023).",,
CRI,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,No,"In Costa Rica’s view, these various forms of coercion may well be carried out in or through ICTs and amount to violations of the principle of non-intervention insofar as
they interfere with a State’s internal or external affairs. ","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7, ¶25 (2023).",,
CRI,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Yes,"In Costa Rica’s view, these various forms of coercion may well be carried out in or through ICTs and amount to violations of the principle of non-intervention insofar as
they interfere with a State’s internal or external affairs. ","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7, ¶25 (2023).",,
CRI,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Yes,Mere threats of intervention or acts seeking to interfere within another State’s domaine reservé may also breach the principle.,"Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7, ¶24 (2023).",,
CRI,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Ambiguous,"23. According to the ICJ, a prohibited intervention is one bearing ‘on matters in which each State is permitted, by the principle of State sovereignty, to decide freely’. Examples include ‘the choice of a political, economic, social and cultural system, and the formulation of foreign policy’...

25. In Costa Rica’s view, these various forms of coercion may well be carried out in or through ICTs and amount to violations of the principle of non-intervention insofar as
they interfere with a State’s internal or external affairs…","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7, ¶¶23,25 (2023).","Although Costa Rica does not explicitly define what falls within the domaine reservé, forms of coercion and intervention may be carried out in ways that interfere with a state’s internal or external affairs, including the formulation of foreign police and the choice of a political, economic, social, and cultural system.",
CRI, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
CRI,7.6 Is critical infrastructure part of the domaine réservé?  ,Yes,"A prominent example of a breach of non-intervention are ransomware attacks crippling or simply interfering with a State’s ability to run public services, such as finance, education, and social security. ","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7-8, ¶25 (2023).",,
CRI,7.7 Are elections part of the domaine réservé? ,Yes,"Moreover, foreign election interference may also infringe the principle of non-intervention. This may take the form of cyber operations directly interfering with mail ballots or voter databases, or electoral disinformation campaigns seeking to mislead the electorate about the vote itself, candidates, electoral polls or results.","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7-8, ¶25 (2023).",,
CRI, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
CRI, 7.9 Is financial system stability part of the domaine réservé?  ,Yes,"A prominent example of a breach of non-intervention are ransomware attacks crippling or simply interfering with a State’s ability to run public services, such as finance, education, and social security. ","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7-8, ¶25 (2023).",,
CRI,7.10 Are medical services part of the domaine réservé?  ,Yes,"Other types of disinformation, such as those affecting a State’s health policies, may also amount to a prohibited intervention. ","Costa Rica’s Position on The Application of International Law in Cyberspace, pg. 7-8, ¶25 (2023).",,
CUB,1. Is the prohibition of non-intervention a norm of customary international law? ,Ambiguous,"24. The above-mentioned challenges cannot be met with the fragmented and diverse regulations of national jurisdictions and with supposed voluntary standards of good conduct that are easily ignored, without any legal consequences.

25. In this context, the implementation of the purposes and principles of the Charter of the United Nations in cyberspace, particularly the principles of sovereign equality, territorial integrity, non-intervention in the internal affairs of States, refraining from the use or threat of use of force against the territorial integrity and political independence of States, international cooperation for mutual and equitable benefit and interest, and the peaceful settlement of disputes, acquires particular relevance.
","Position Paper of the Republic of Cuba on the Application of International Law to Information and Communication Technologies in Cyberspace, pgs.3-4, ¶¶24-25 (2024).
"," Cuba seems skeptical about the relevance of customary international law at all, and then mentions non-intervention only in the context of the principles of the Charter.",
CUB,2. Is the scope of the principle of non-intervention uncertain?    ,Silent,,, ,
CUB,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes,"2. ... Ultimately, the violation of the obligation not to interfere in the internal affairs of other States is established irrespective of whether Information and Communication Technologies (ICTs) or otherwise were used.","Position Paper of the Republic of Cuba on the Application of International Law to Information and Communication Technologies in Cyberspace, pg.1, ¶1 (2024).
", ,
CUB,4. Is coercion a constituent element of prohibited intervention?,Silent,,, ,
CUB,4.1 Is coercion limited to the employment of physical force? ,Ambiguous,"6. The concept of the use of force has been analyzed from a perspective that involves the notions of armed violence, coercive force or force of interference. From this point of view, it is understood that only armed physical force is prohibited by Article 2(4) of the Unite Nations Charter and that the definition of armed attack is much more restrictive than that of use of force. Under current international law, a cyber action does not constitute an armed attack in accordance with Article 2(4), since it lacks the physical characteristics and other requirements that define the aforementioned military attacks, their effects and legal consequences.
...
8. Considering the misuse of ICTs as an act of aggression or war should inevitably lead to giving the same qualification to other contemporary practices, such as the application of sanctions or unilateral coercive measures of financial, economic, and political pressure. In contrast to the possible and often hypothetical scenarios of damage resulting from the misuse of ICTs, international evidence does point to the existence of devastating effects of the application of unilateral coercive measures.""","Position Paper of the Republic of Cuba on the Application of International Law to Information and Communication Technologies in Cyberspace, pgs.1-2, ¶¶ 6, 8 (2024).", ,
CUB,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,,,
CUB,4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Silent,,,,
CUB,4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Ambiguous,"8. Considering the misuse of ICTs as an act of aggression or war should inevitably lead to giving the same qualification to other contemporary practices, such as the application of sanctions or unilateral coercive measures of financial, economic, and political pressure. In contrast to the possible and often hypothetical scenarios of damage resulting from the misuse of ICTs, international evidence does point to the existence of devastating effects of the application of unilateral coercive measures.""","Position Paper of the Republic of Cuba on the Application of International Law to Information and Communication Technologies in Cyberspace, pgs.1-2, ¶ 8 (2024).", ,
CUB,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent,,,,
CUB,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,Silent,,,,
CUB,4.7 Is intent a constituent element of coercion?    ,Silent,,,,
CUB,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Silent,,, ,
CUB,4.9  Can coercion be indirect? ,Ambiguous,"8. Considering the misuse of ICTs as an act of aggression or war should inevitably lead to giving the same qualification to other contemporary practices, such as the application of sanctions or unilateral coercive measures of financial, economic, and political pressure. In contrast to the possible and often hypothetical scenarios of damage resulting from the misuse of ICTs, international evidence does point to the existence of devastating effects of the application of unilateral coercive measures.","Position Paper of the Republic of Cuba on the Application of International Law to Information and Communication Technologies in Cyberspace, pgs.1-2, ¶ 8 (2024).", ,
CUB, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, ,
CUB,5. Does intervention include forms of persuasion or propaganda?   ,Ambiguous,"8. Considering the misuse of ICTs as an act of aggression or war should inevitably lead to giving the same qualification to other contemporary practices, such as the application of sanctions or unilateral coercive measures of financial, economic, and political pressure. In contrast to the possible and often hypothetical scenarios of damage resulting from the misuse of ICTs, international evidence does point to the existence of devastating effects of the application of unilateral coercive measures.","Position Paper of the Republic of Cuba on the Application of International Law to Information and Communication Technologies in Cyberspace, pgs.1-2, ¶ 8 (2024).", ,
CUB,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
CUB,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Silent,,,,
CUB,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,Silent,,,,
CUB,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Silent,,,,
CUB,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Silent,,,,
CUB,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Silent,,,,
CUB, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
CUB,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
CUB,7.7 Are elections part of the domaine réservé? ,Silent,,,,
CUB, 7.8 Is the operation of legislatures a part of the domaine réservé?,Silent,,,,
CUB, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
CUB,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
CZE,1. Is the prohibition of non-intervention a norm of customary international law? , Yes,"The obligation of non-intervention is a well-established customary rule of international law stemming from the principle of State sovereignty, which is also applicable to cyberspace. 



First, as stated by the GGE and many of my colleagues here, existing international law applies to cyberspace in its entirety. Indeed, existing international law provides us with all the necessary tools to prevent actual conflicts in cyber domain. The issue at stake is not a gap in existing law, but compliance with existing law and reaching a common understanding on how to apply the law to today’s environment.  
","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.4, ¶7 (2024).

Statement of the Special Envoy for Cyberspace and Director of Cybersecurity Department of the Czech Republic, pg.1 (2020)
",,
CZE,2. Is the scope of the principle of non-intervention uncertain?    ,Silent, ,,,
CZE,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes," The obligation of non-intervention is a well-established customary rule of international law stemming from the principle of State sovereignty, which is also applicable to cyberspace. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.4, ¶7 (2024).
", ,
CZE,4. Is coercion a constituent element of prohibited intervention?,Yes,"There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
...
b) The activity must be coercive in nature. Coercion is an activity intended to deprive, either directly or indirectly, the State of its ability to exercise control or govern matters within its internal and external affairs. The precise definition of coercion, and thus of unauthorised intervention, has not yet fully crystallised in customary international law, further State practice and opinio juris are therefore needed. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg. 5, ¶ 9 (2024).
", ,
CZE,4.1 Is coercion limited to the employment of physical force? ,Ambiguous,"b) The activity must be coercive in nature. Coercion is an activity intended to deprive, either directly or indirectly, the State of its ability to exercise control or govern matters within its internal and external affairs. The precise definition of coercion, and thus of unauthorised intervention, has not yet fully crystallised in customary international law, further State practice and opinio juris are therefore needed. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024).

"," The Czech Republic acknowledges the debate over what coercive activity means exactly. In the absence of a precise definition, coercion is not necessarily limited to physical force.",
CZE,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Silent,,, ,
CZE, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Yes,"There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws. External affairs include, for instance, the ratification and denunciation of treaties; consenting to official activities of other State’s organs in its territory; or opening or closing down an embassy. 
b) The activity must be coercive in nature. Coercion is an activity intended to deprive, either directly or indirectly, the State of its ability to exercise control or govern matters within its internal and external affairs. The precise definition of coercion, and thus of unauthorised intervention, has not yet fully crystallised in customary international law, further State practice and opinio juris are therefore needed.","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024).

", The Czech Republic outlines two necessary conditions to find prohibited intervention. The deprivation of control of matters in the reserved domain is technically separate from coercion.,
CZE, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Ambiguous,"  There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
...
b) The activity must be coercive in nature. Coercion is an activity intended to deprive, either directly or indirectly, the State of its ability to exercise control or govern matters within its internal and external affairs. The precise definition of coercion, and thus of unauthorised intervention, has not yet fully crystallised in customary international law, further State practice and opinio juris are therefore needed.","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024).

", DBH Cmt – Is bolded langugage enough for a yes?,
CZE,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Yes," Furthermore, a causal nexus between the activity and the effect on the target State to change its behaviour has to be considered. The assessment whether a particular cyber activity has reached the threshold of prohibited intervention has to be done on a case-by-case basis. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 10 (2024).

", ,
CZE,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,No," There are two conditions for a cyber activity to be considered as an intervention prohibited under international law:
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws. External affairs include, for instance, the ratification and denunciation of treaties; consenting to official activities of other State’s organs in its territory; or opening or closing down an embassy.
b) The activity must be coercive in nature. Coercion is an activity intended to deprive, either directly or indirectly, the State of its ability to exercise control or govern matters within its internal and external affairs. The precise definition of coercion, and thus of unauthorised intervention, has not yet fully crystallised in customary international law, further State practice and opinio juris are therefore needed.
","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024)."," DBH Cmt – I read (a) to require an effect meaning there must be both an effect and an intention to effect?  But could be talked into reading this as ambiguous? 
.",
CZE,4.7 Is intent a constituent element of coercion?    , Yes,"9. There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
...
b) The activity must be coercive in nature. Coercion is an activity intended to deprive, either directly or indirectly, the State of its ability to exercise control or govern matters within its internal and external affairs. The precise definition of coercion, and thus of unauthorised intervention, has not yet fully crystallised in customary international law, further State practice and opinio juris are therefore needed.  

11. There is a certain similarity between the terms “internal and external affairs” and “inherently governmental affairs”, which is one of the defining elements of violation of sovereignty. The difference between actions that violate sovereignty and actions that violate the prohibition of intervention is that the latter is coercive, i.e., intentionally aims to influence the State’s free will and choice","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9, 11 (2024).", ,
CZE,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Yes," There is a certain similarity between the terms “internal and external affairs” and “inherently governmental affairs”, which is one of the defining elements of violation of sovereignty. The difference between actions that violate sovereignty and actions that violate the prohibition of intervention is that the latter is coercive, i.e., intentionally aims to influence the State’s free will and choice. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 11 (2024).",,
CZE,4.9  Can coercion be indirect?    ,Yes,"  There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
...
b) The activity must be coercive in nature. Coercion is an activity intended to deprive, either directly or indirectly, the State of its ability to exercise control or govern matters within its internal and external affairs. The precise definition of coercion, and thus of unauthorised intervention, has not yet fully crystallised in customary international law, further State practice and opinio juris are therefore needed. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024).", ,
CZE, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, ,
CZE,5. Does intervention include forms of persuasion or propaganda?   ,No,"Prohibition of intervention does not cover cyber activities broadly described as “propaganda”, provided that they do not violate another specific rule of international law, such as direct and public incitement to commit genocide. Mere influencing, criticism or persuasion do not meet the requirements to be qualified as prohibited intervention either.","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 13 (2024).", ,
CZE,6. Is there a de minimis exception to the prohibition?  ,Silent,,,,
CZE,"7. Must the intervention be directed at matters over which the victim state is permitted by the principle of sovereignty, to decide freely? ",Silent,"9. There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws. External affairs include, for instance, the ratification and denunciation of treaties; consenting to official activities of other State’s organs in its territory; or opening or closing down an embassy. 

11. There is a certain similarity between the terms “internal and external affairs” and “inherently governmental affairs”, which is one of the defining elements of violation of sovereignty. The difference between actions that violate sovereignty and actions that violate the prohibition of intervention is that the latter is coercive, i.e., intentionally aims to influence the State’s free will and choice. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶¶ 9,11 (2024).
",,
CZE,7.1 Does the zone of protected sovereign prerogatives include only internal affairs? ,No ,"There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws. External affairs include, for instance, the ratification and denunciation of treaties; consenting to official activities of other State’s organs in its territory; or opening or closing down an embassy. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024).",,
CZE,7.2 Does the prohibition proscribe intervention in a state’s external (foreign) affairs? ,Yes,"There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws. External affairs include, for instance, the ratification and denunciation of treaties; consenting to official activities of other State’s organs in its territory; or opening or closing down an embassy. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024).",,
CZE,7.3 Is the zone of protected sovereign prerogatives referred to as domaine réservé? ,Yes,"There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws. External affairs include, for instance, the ratification and denunciation of treaties; consenting to official activities of other State’s organs in its territory; or opening or closing down an embassy.","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024).",,
CZE,"7.4 Is the domaine réservé limited to matters involving the state’s choice of a political, economic, social, and cultural system, and the formulation of foreign policy? ",Ambiguous,"7. A definition of prohibited intervention was provided by the International Court of Justice in the 1986 Nicaragua v United States case: “A prohibited intervention must […] be one bearing on matters in which each State is permitted, by the principle of State sovereignty, to decide freely. One of these is the choice of a political, economic, social, and cultural system, and the formulation of foreign policy. Intervention is wrongful when it uses methods of coercion in regard to such choices, which must remain free ones.” 

9. There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws. External affairs include, for instance, the ratification and denunciation of treaties; consenting to official activities of other State’s organs in its territory; or opening or closing down an embassy.","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.4-5, ¶¶ 7,9 (2024).

","The Czech Republic provides examples of internal and external affairs that fall under the domaine réservé, but does not explicitly limit prohibition to only matters related to the choice of political, economic, social, and cultural system, and the formulation of foreign policy.",
CZE, 7.5 Does international law regulation over a matter of sovereign prerogative remove it from the domaine réservé?  ,Silent,,,,
CZE,7.6 Is critical infrastructure part of the domaine réservé?  ,Silent,,,,
CZE,7.7 Are elections part of the domaine réservé? ,Yes,"9. There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws. 

12. The use of cyber means to target election systems to manipulate election results would, for example, constitute a violation of the obligation of non-intervention. ","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶¶ 9,12 (2024).",,
CZE, 7.8 Is the operation of legislatures a part of the domaine réservé?,Yes,"There are two conditions for a cyber activity to be considered as an intervention prohibited under international law: 
a) The activity has to tamper with the internal or external affairs of the State, also known as domaine réservé. Internal affairs include, for instance, the conduct of elections; court proceedings; or the drafting and enactment of laws.","Czech Republic Position Paper on the Application of International Law in Cyberspace, pg.5, ¶ 9 (2024)",,
CZE, 7.9 Is financial system stability part of the domaine réservé?  ,Silent,,,,
CZE,7.10 Are medical services part of the domaine réservé?  ,Silent,,,,
DNK,1. Is the prohibition of non-intervention a norm of customary international law? , Yes," ""The principle of non-intervention is a fundamental principle of international law. It is a corollary of the principle of sovereignty, and more specifically the aspect that provides for the sovereign equality of States as set forth in article 2(1) of the UN Charter. 
Denmark is of the view that the prohibition of intervention is a rule of international law forming part of customary international law. This was established by the ICJ in the Nicaragua v. United States of America case where the Court held that States are prohibited from intervening directly or indirectly in internal or external affairs of other States. ","Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 449 (2023).", ,
DNK,2. Is the scope of the principle of non-intervention uncertain?    ,Ambiguous,"  The term coercion is not defined in either treaty law or customary international law. Denmark takes the view that an act may be considered of a coercive nature when the act of interference has a potential for compelling the target State to engage in an action that it would otherwise not take. However, a distinction must be drawn between activities that merely involve influencing, as opposed to compelling, the voluntary actions of a target State. 

The scope of activities falling within the domaine réservé include but are not limited to “ (…) the choice of a political, economic, social, and cultural system, and the formulation of foreign policy.” The range of activities covered by the non-intervention rule largely overlaps with the activities reserved to States under the rule of sovereignty. ","Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).

", “not limited to...”/overlap with sovereignty,
DNK,3. Does the prohibition of non-intervention apply to cyber-operations? ,Yes,"  The UN General Assembly has endorsed the conclusions set out in the reports from the Group of Governmental Experts (GGE) and the Open-ended Working Group on Information and Communication Technologies (OEWG) affirming that international law, including the UN Charter, applies in cyberspace. Denmark is an unwavering supporter of this view and continues to support efforts to develop the rules, norms and principles of responsible State behaviour in cyberspace. As a strong proponent of the rules based international order Denmark is fully committed to international law as the fundamental framework for responsible state behaviour in cyberspace. 
It is the view of Denmark that the application of international law does not depend on the particular technological means employed. Treaty obligations, customary law, and general principles of law apply across domains, which includes operations conducted in cyberspace (Toolkit, Denmark 2023)

Denmark considers that coercion is not limited to means of direct or indirect use of force and that also measures below this threshold may constitute coercion. Cyber activities that do not amount to use of force can therefore also be coercive.

","Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 447 (2023).
", ,
DNK,4. Is coercion a constituent element of prohibited intervention?, Yes,"The term coercion is not defined in either treaty law or customary international law. Denmark takes the view that an act may be considered of a coercive nature when the act of interference has a potential for compelling the target State to engage in an action that it would otherwise not take. However, a distinction must be drawn between activities that merely involve influencing, as opposed to compelling, the voluntary actions of a target State. 
In order for an action to qualify as an unlawful intervention it must qualify as an intervention in matters that are the sovereign prerogative of a State, the so-called domaine réservé, and it must involve an element of coercion
","Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).

", ,
DNK,4.1 Is coercion limited to the employment of physical force? ,No,"The term coercion is not defined in either treaty law or customary international law. Denmark takes the view that an act may be considered of a coercive nature when the act of interference has a potential for compelling the target State to engage in an action that it would otherwise not take...
To be coercive the effort to intervene must be designed to have a decisive impact on outcomes or conduct with respect to a matter reserved to the target State. As emphasized by the Court in the Nicaragua judgment coercive acts involving the use of force are particularly obvious examples of unlawful interventions. 
Denmark considers that coercion is not limited to means of direct or indirect use of force and that also measures below this threshold may constitute coercion. Cyber activities that do not amount to use of force can therefore also be coercive. ","Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).

", ,
DNK,4.2 Can dictatorial demands or acts of compulsion or imposition constitute coercion?     ,Ambiguous,Denmark takes the view that an act may be considered of a coercive nature when the act of interference has a potential for compelling the target State to engage in an action that it would otherwise not take ,"Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).", ,
DNK, 4.3 Does the deprivation of a State’s ability to control matters within its domaine réservé amount to coercion?,Silent,To be coercive the effort to intervene must be designed to have a decisive impact on outcomes or conduct with respect to a matter reserved to the target State. As emphasized by the Court in the Nicaragua judgment coercive acts involving the use of force are particularly obvious examples of unlawful interventions ,"Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).", ,
DNK, 4.4 Does coercion extend to any affirmative acts designed to deprive another state of its freedom of choice with regard to a matter of protected sovereign prerogative?,Yes,  Denmark takes the view that an act may be considered of a coercive nature when the act of interference has a potential for compelling the target State to engage in an action that it would otherwise not take … To be coercive the effort to intervene must be designed to have a decisive impact on outcomes or conduct with respect to a matter reserved to the target State. ,"Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).", ,
DNK,4.5 Must there be a causal nexus between the responsible state’s actions/efforts and the effects on the target state’s internal or external affairs? ,Silent," 
 ",, ,
DNK,4.6 Can attempts to coerce an outcome amount to prohibited intervention?      ,Yes,Denmark takes the view that an act may be considered of a coercive nature when the act of interference has a potential for compelling the target State to engage in an action that it would otherwise not take … To be coercive the effort to intervene must be designed to have a decisive impact on outcomes or conduct with respect to a matter reserved to the target State. To be coercive the effort to intervene must be designed to have a decisive impact on outcomes or conduct with respect to a matter reserved to the target State,"Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).", ,
DNK,4.7 Is intent a constituent element of coercion?    , Ambiguous,To be coercive the effort to intervene must be designed to have a decisive impact on outcomes or conduct with respect to a matter reserved to the target State. ,"Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).", ,
DNK,"4.8 Must the action(s) constituting coercion be designed/intended to influence outcomes in, or conduct with respect to, a matter of protected sovereign prerogative?      ",Yes, To be coercive the effort to intervene must be designed to have a decisive impact on outcomes or conduct with respect to a matter reserved to the target State. As emphasized by the Court in the Nicaragua judgment coercive acts involving the use of force are particularly obvious examples of unlawful interventions.,"Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).", ,
DNK,4.9  Can coercion be indirect?    ,Yes, Denmark considers that coercion is not limited to means of direct or indirect use of force and that also measures below this threshold may constitute coercion. Cyber activities that do not amount to use of force can therefore also be coercive (Toolkit),"Denmark’s Position Paper on the Application of International Law in Cyberspace, pg. 450 (2023).", ,
DNK, 4.10 Must the target state have knowledge of the coercive cyber operation constituting the purported intervention? ,Silent,,, ,
